node_id,latitude,longitude,address,city
NDCRVLX0HHQACUKYKLCL,Unknown,41.553528,2.157638,Rambla De Rafael Casanova,Polinyà
NICALHSJ6MCJYBBL6VQ4,Unknown,41.651646,2.230033,"Ctra. Sagrera, 2",Santa Eulàlia de Ronçana
7DXARTSZYQ4Q7XCQHOOB,Unknown,41.96873,3.147312,"Plaça Catalunya, S/N",Palau-sator
DCPHA7LX8IGQBVDUTPIF,Unknown,41.64065,2.232702,"Ctra. Sagrera, 3",Santa Eulàlia de Ronçana
PKJEVDJ0ASYRU6DBTEEA,Unknown,41.24261,1.249082,"Plaça Major, 1",Vallmoll
YVBVJVBGZT3Z47G3SOGP,Unknown,42.337803,1.405644,Parking Aeroport La Seu,Montferrer i Castellbò
UQTSXL8MDZLNKL6R98LN,Unknown,41.449177,1.729436,Carrer De Les Escoles,Torrelavit
G2GJVH5WYOYROAEE9JSG,Unknown,41.444874,1.730479,"Carrer De Montserrat, 17",Torrelavit
LRF3WWGLAIRFTPKHROIJ,Unknown,42.25103,2.996561,"Carrer Pau Casals, 9","Far d'Empordà, El"
UUPPQO9QZKVQMD5T7LGG,Unknown,41.41505,1.650047,Carrer La Carrerada,Font-rubí
HWNXEGWBQJTGDHVMQLLM,Unknown,42.071793,2.816868,"Lloc Zona Ind. La Banyeta, 8",Palol de Revardit
59GISWFO8GMRDZLEHKOU,Unknown,41.93097,2.812702,"Cami Avellaners, 1",Fornells de la Selva
HLONFOBITA35AOBHMBLS,Unknown,41.12578,0.731133,"Ajuntament El Masroig, Passeig Progrés, 1","Figuera, La"
XKUEIDHGG6LYVMYPSBTL,Unknown,41.14374,1.129171,"Edifici Tecnoparc - Av. De Bellissens, 42",Reus
V4ROHFF2KOPNZ9AM3XDL,Unknown,29.13212,-13.462566,"Calle Anzuelo, 30",Haría
GKD71AUPS5SRDW1UKTU8,Unknown,41.811066,2.999541,"Carrer Pere Geronès, 4,",Santa Cristina d'Aro
ITJ7M6UUEPWWA32LCMPM,Unknown,28.864407,-13.831198,Av. De Las Canarias,Yaiza
C6MO2F42TIESJUOHNC12,Unknown,29.015171,-13.615638,"Ctra. Arrecife A Tinajo, 8",San Bartolomé
OOI1RCFEHYCDASBZOHIJ,Unknown,40.7073,0.718984,"Av. De Catalunya, 22-30",Sant Jaume d'Enveja
BEQCXSGPHL8HAXV3BQD1,Unknown,41.723476,1.821824,"Muralla De Sant Francesc, 15",Manresa
OVL80WKPCYUROJVYR0CW,Unknown,40.707085,0.718116,"Carrer De Caserna, 16",Sant Jaume d'Enveja
JQBTBSTUHF6JRBBEFOEZ,Unknown,41.72305,1.82836,"Carrer De Montserrat, 6",Manresa
UDHTC3SYJ8HEQNZ1CEDV,Unknown,42.03408,1.8814,"Carrer Farguell, 59",Gironella
XLRV9ZQG2B1MZIAFILM7,Ajuntament de Gironella - SELBA EdRSR,42.026085,1.886389,"Avinguda Països Catalans, 57P",Gironella
CCCO8K1TPDXFSGWAXUTM,Unknown,41.251064,1.089319,"Carrer Font D'en Baiget, 6","Albiol, L'"
K0O6ZJIKK37PGMXSMSZX,Unknown,41.68091,0.98579,Plaça Del Bisbe Coll,Ivars d'Urgell
A9XNOMWOIZQZXMVMCX60,Unknown,41.87443,2.284657,"Carrer De Miquel Martí I Pol, 26",Taradell
GS8LSFNZIGZKN9M9MSBS,Unknown,28.09786,-15.455107,"Av Pintor Felo Monzón, 44 Cc 7","Palmas de Gran Canaria, Las"
U9BZSJP1ZPLNYVRU86TU,Unknown,41.05751,0.44118,"Avinguda De Catalunya, 62",Gandesa
OY3HTN4FCGRNXKVZIBRY,Unknown,41.05129,0.436174,"Carrer De La Bassa D'en Gaire, 1",Gandesa
LXYMGYKFXERMTTJ63HUT,Unknown,41.55558,2.400556,"Cerca De Carrer Gran, 58-70, Barcelona",Argentona
VAEYM4C2HJWWMRCHKEKW,Unknown,41.388206,2.007995,"Fotolinera Edifici De La Foneria. Carrer Claverol, 6",Sant Vicenç dels Horts
RVAYFN7XGSVDDE9SXWPT,Unknown,41.38356,1.721316,"Carrer Les Escoles, 2","Granada, La"
HCXKOJSXMNLYUR6ZL24D,Unknown,41.26533,1.599518,"Av. De La Generalitat De Catalunya, 23","Arboç, L'"
KQ4C9MWRJKBIJMTAE8SJ,Unknown,41.09048,1.094045,"Autovía Del Mediterrani, A-7, Km 1148",Cambrils
PUOGIJ1PBJJ5SP8JLO6X,Unknown,41.48436,2.187951,Cerca De C. Colon 1,Montcada i Reixac
6NB1EX60DVKFMDOGISCE,Unknown,41.536507,2.182178,Carrer De Mossèn Camil Rossell 53,Santa Perpètua de Mogoda
IHDVSIX9LJCFJDGIT17T,Unknown,41.533676,2.186242,Aparcament Can Folguera,Santa Perpètua de Mogoda
YCQOX3MI5UXZJG1S3YL9,Unknown,41.527393,2.186053,Santa Perpètua De Mogoda,Santa Perpètua de Mogoda
1AWRUTBM4DI0IK2WFUCT,Unknown,41.66833,0.60547,"C/ Les Comes,5º Cei",Torrefarrera
24DAHSMSCD5RXQVHGVYN,Unknown,41.669792,0.611239,"P.º Del Parque, 25",Torrefarrera
SGGZBRZHW2VZXMGZ9XDN,Unknown,41.825882,2.892983,"Plaça Catalunya, 8",Llagostera
FI1E0TA8GH4KCD8F3NDZ,Unknown,41.820923,2.897985,"L'esport, Av. De L'esport, S/N,",Llagostera
ER8KNDF3YUSIPVBQA9WV,Unknown,41.4816,2.054772,"Carretera Rubí A Sant Cugat, 102",Sant Cugat del Vallès
YSCYTQI3V1UKEGIHOLWU,Unknown,41.480145,2.064758,"Carrer Pau Vila, 22",Sant Cugat del Vallès
PWWO1BIJMJGYUSNTKYSZ,Unknown,41.31738,1.455794,"C/ Major, 23",Albinyana
YAYPTBIDQZNKQ5TYFD90,Unknown,42.266197,2.968559,"Carrer Rubau Donadeu, 4",Figueres
LZQPVWJSA8HN9P9IWBED,Unknown,42.268898,2.959009,"Carrer De La Tramuntana, 33",Figueres
HAUX3QTMVOWDSQOGAK0X,Unknown,42.26577,2.970576,"C. Far D'empordà, 6",Figueres
U8HDQFOBYGKGHAHBL1JP,Unknown,41.97392,1.87878,Carrer Camí De Sant Marçal,Puig-reig
545BGVGXMFNIDYCKJB7D,Unknown,42.25581,3.181156,Carrer Moll Comercial,Roses
CSAFGPQSUUZ7ZFDRFGFN,Unknown,42.146168,1.861437,"Carretera De Ribes, 35",Cercs
DGV2RT0MIDI6Y11JYCZY,Unknown,42.230682,1.87782,"Carrer De L'estació, 12B",Guardiola de Berguedà
YBUXYDQDRL4USN3XNQMM,Unknown,42.231926,1.881454,"Carr. A Ribes,",Guardiola de Berguedà
DEVIRBY1ALG34FHILMWZ,Unknown,41.913277,1.679941,Plaça Del Portalet,Cardona
O81Z1GXXLO1RAX2WS194,Unknown,41.177746,1.415153,"Av. Catalunya, 6","Pobla de Montornès, La"
SSTAGJ9S2EIPALKOFSEF,Unknown,41.747017,2.562573,Poliesportiu Municipal,Borrassà
WQON23NDTITMF0UERWJV,Unknown,41.748283,2.556334,Plaça De Lluís Companys,Borrassà
GQLE3H8O8GIOLVLLXT8P,Unknown,41.439854,1.159242,"Raval Del Portell, 3, , Tarragona",Blancafort
MMCN7H6VG2EGUUHVB23B,Unknown,41.390682,-5.264096,"Calle Iglesia, 11",Castronuño
NOOMNSAM0JN2KYRSVDBC,Unknown,41.896008,1.043397,"Carrer Del Camp De Futbol, 1",Artesa de Segre
DGTQ2OLTN9DAMRRMWUDP,Unknown,42.060326,-2.992822,"C. San Miguel, 1",Neila
FJDJV5WRWFCD7ICKOLTB,Unknown,40.91758,-6.799069,"Plaza España, Nº2",Sobradillo
JWYZHHSKAVW9V41LFF3Z,Unknown,40.4884,-6.116255,"Av. Batuecas, 22","Alberca, La"
OVZ6S32T5HJQUKGTNKIF,Unknown,41.722275,-3.04865,"So-920, 16",Talveila
QTDQQQXO8K880KIHIVAP,Unknown,41.69609,0.632419,"Carrer Ponent, 16",Benavent de Segrià
BH9QLOIYIC0EYQ2N3PTJ,Unknown,41.29705,-3.751541,"C. Sta. Lucía, 1T, 40300 Sepúlveda, Segovia, España",Sepúlveda
Z2BH4FB8EVFDP8GN7QZZ,Unknown,41.548492,-3.654598,"C. Eras, 18",Montejo de la Vega de la Serrezuela
XB1L6TFVIOIF43LVPWKA,Unknown,42.94935,-6.395656,"Tr.ª Real, 23D",Villablino
1GK7RMHWTWKN8ZDQ35G6,Unknown,42.488617,-6.773433,"S/N, C. Abajo",Candín
AMXAUW6AHNWJ3FEQIS0P,Unknown,43.13628,-5.038546,"S N, Carretera General, 0",Oseja de Sajambre
BTRE5YYGCJOKTKZRTIRT,Unknown,43.006565,-5.275783,"Calle Félix Rodríguez De La Fuente, 9",Puebla de Lillo
3P6HZ7S6UKHEEJD1XZYX,Unknown,41.315086,-6.39916,"C. San Juan, 116",Fermoselle
WWCWTX4FPO6LKLZ7ELJD,Unknown,41.855495,-5.595424,"Carretera De Villalpando Km. 1,5",Villafáfila
YWTFALKBQOJIQXGASQYI,Unknown,41.60424,-4.762734,"C. Cañada Real, 306",Valladolid
SFCGGYJAAQW269D6FEMW,Unknown,43.150158,-4.920691,Ctra. Le-2711,Posada de Valdeón
DJDWUC0RTG8AB9GKCYHU,Unknown,43.040947,-5.091151,Casa Del Parque De Valdeburón,Burón
BKUGVHI794GNJAOEFCPX,Unknown,40.34654,-5.175299,"Ctra. De La Plataforma, S/N",Hoyos del Collado
ZOE1D9FYTMJSDBNZS8H5,Unknown,41.32998,2.104119,"Carrer De Les Moreres, 81 Pb","Prat de Llobregat, El"
UUX8MDOTXXTKNBASHQEM,Unknown,41.33146,2.093881,"Plaça Espanya, 2","Prat de Llobregat, El"
HYRZL1SH6LUZUC7LOAAY,Unknown,41.324894,2.093039,"Av. De La Verge De Montserrat, 139Bis","Prat de Llobregat, El"
AT5TBWCCUESPHXCWYWMX,Unknown,41.32334,2.08661,"Farmacia, Av. De La Verge De Montserrat, 257","Prat de Llobregat, El"
GUVFSHIZRFP5MSVDCR4T,Unknown,41.513325,2.193263,"Carrer De L'estació, 1","Llagosta, La"
HJVHTVYOV3KYYUNOHZ1X,Unknown,41.409103,2.21935,"Plaça De Willy Brandt, 11-14",Barcelona
UPA7WJXXHNB6XALEK6GX,Unknown,41.51141,2.195612,"Carrer Del Progrés, 4","Llagosta, La"
Q4UWUQNBLFDOPMJVQAZ3,Unknown,41.515343,2.196771,"Carrer De Mollet, 16","Llagosta, La"
LTGMXEPFAKFESGV05LNG,Ajuntament d'Aldover - SELBA EdRSR 1,40.87979,0.498793,Vias Verdes Del Baix Ebre,Aldover
IJOJQSY29VJFD3GVWZCN,Ajuntament de Montferrer - INGETEAM EdRSR 1,42.34126,1.42221,Polígon Industrial De Montferrer Parcel·La B16,Montferrer i Castellbò
IWPNW38BKPIXBZ9EYVGQ,Unknown,41.30493,0.42722,"Carrer De Sant Joan, 57-55",Almatret
WC8FJV4BW8QCK7WTMOLA,Unknown,42.479115,-2.084818,"Pl. De La Diputación, 6",Sesma
6N6SJ8ZHNVKGWOT0F0KE,Ajuntament d’Amer - INGETEAM EdRSR 1,42.010418,2.601232,"Avinguda Antoni Gaudí, 0",Amer
OUPVLGA5B2TFO9GWASEO,Unknown,41.957703,2.99326,"Carrer Mas Savalls, 2","Cruïlles, Monells i Sant Sadurní de l'Heura"
0ZG6Y24ZH8IRJJXI5O19,Unknown,42.75418,-1.638229,"Pl. Cein, 4",Noáin (Valle de Elorz)/Noain (Elortzibar)
AQUP0IOLIK5OHS4HTI8G,Unknown,42.80149,-1.635289,"Centro De Innovación Tecnológica De Automoción De Nevarro, C. Tajonar",Pamplona/Iruña
QIEBL3QZEHOJ62OUYTDR,Unknown,41.385715,2.127817,"C/ De Juan Miguel Gervilla Valladolid, 11",Barcelona
RWNZU9R8RKQAGUWKSHIV,Ajuntament de Vilablareix - CIRCUTOR EdRSR 1,41.953403,2.792459,"Carrer Del Marroc, 44-46",Vilablareix
RQ4WUDW5X9FZ4JQO17KH,Ajuntament de Vilablareix - CIRCUTOR EdRSR 2,41.950268,2.800698,"Avinguda De Lluís Companys, 75",Vilablareix
SBEAMDYAAADHW3FA5TYF,Unknown,41.954872,2.799911,"Carrer Dels Pirineus, 33",Vilablareix
5SLEYNFEPAKLB73JCU30,Ajuntament de Vilablareix - CIRCUTOR EdRSR 5,41.95583,2.793376,"Carrer Del Marroc, 19",Vilablareix
VDLNO3DITQMIQODNSKOL,Unknown,41.178085,1.100412,Carrer De L’Hostelera 5,Castellvell del Camp
NKDMYD6ZDQBGQ95VM9VL,Unknown,41.180035,1.098655,"Pompeu Fabra, 17",Castellvell del Camp
UIT6LR0G1NVVV4SWW8BB,Ajuntament de Renau - SELBA - EdRSR,41.22441,1.311806,"Cami De La Rulla, 2",Renau
Q8VNNWC8W9VSDTYGOWRR,Unknown,41.6967,2.836668,"Carrer Domènech Carles, 14",Lloret de Mar
0WPACBHEO20EO0TGHQF6,Unknown,41.113632,1.038134,"Raval De Sant Joan, 1B",Vinyols i els Arcs
RSCS62KVYRMOAVZHPSSO,Unknown,41.703358,2.83678,Avinguda Càndida Masgrau I Campeny,Lloret de Mar
XUYAVZOLKMI9TVCL9SOK,Unknown,41.491783,2.358136,"Carrer Del Nord, 65",Premià de Mar
GNW7AYNNJZMKJUN1RQOR,Unknown,41.49114,2.353694,"Riera De Premià, S/N,",Premià de Mar
BQHCJO2XK4UVCLSP7GLB,Unknown,41.496048,2.362125,"C. De Santiago Rusiñol, 53-49",Premià de Mar
EQLHFRIWJLWGRIXESJSI,Unknown,41.40173,2.120758,"Via Augusta, 355, Local 3, 08017 Barcelona, España",Barcelona
1JPVZJZEJGUCV9FU7TZU,Unknown,41.49389,2.372889,"Carrer Segarra, S/N,",Premià de Mar
BC5J9CRYUUUJJZOCJSVM,Ajuntament d'Alcanar - INGETEAM EdRR 1,40.541843,0.482138,"Avinguda De Catalunya, 63",Alcanar
LZ7MPT3RIUQJTV2MJSTP,Unknown,41.38966,2.14938,"Carrer Del Comte D'urgell, 234",Barcelona
DEIGPJCWFWEIGL9PXGFR,Unknown,41.40626,2.168021,"C/ De St. Antoni Maria Claret, 84",Barcelona
66V5VZT95INURGZJ1RNX,Ajuntament de Folgueroles - SELBA EdRSR,41.93936,2.321472,"Carrer Josep Maria De Casacuberta, 95",Calldetenes
EWMTPWPD96C2ONAV59QV,Unknown,41.59604,1.63203,"Avinguda D'europa, 26",Igualada
OHOUAJFQAURU0ODWQ1WH,Ajuntament de Riells i Viabrea - SELBA EdRSR 1,41.727013,2.542828,"Carrer Dels Esquirols, 14",Riells i Viabrea
ATRGWO4DIPFBJAMBJ3VU,Ajuntament de Riells i Viabrea - SELBA EdRSR 2,41.72598,2.559029,"Av. Can Salvà, 100",Riells i Viabrea
NTIRALZ2AQ7YSERJBJUI,Ajuntament de Vilatorrada - SELBA EdRSR,41.74481,1.806534,"Carrer Vilaseca, 1",Sant Joan de Vilatorrada
TO22CSRUVMW5PFFQEZM8,Ajuntament de Lliçà d'Amunt - CIRCUTOR EdRSR 1,41.610718,2.2399,"Carrer L'aliança, 14",Lliçà d'Amunt
CBM6ROZ1QJRGIRCF4IUU,Ajuntament de Lliçà d'Amunt - CIRCUTOR EdRSR 2,41.626617,2.235048,"Carrer De Caldes De Montbui, 136",Lliçà d'Amunt
CRNM9BR9FNMPDTM7EU6Y,Ajuntament de Lliçà d'Amunt - CIRCUTOR EdRSR 3,41.608845,2.239598,"Carrer Torrent Mardans, 5",Lliçà d'Amunt
TMMY2PSKWSF3M2OTVUUZ,Ajuntament de Lliçà d'Amunt - CIRCUTOR EdRSR 4,41.59199,2.202968,"Carrer De Palaudàries, 88",Lliçà d'Amunt
V2NHMQIA0H2NSUCP7X2S,Ajuntament de Bellvís -  SELBA EdRSR,41.6722,0.817381,"Carrer Domènec Cardenal, 48",Bellvís
MCSE8TNSYNGF4ZEZKRDN,Ajuntament de Lliçà d'Amunt - CIRCUTOR EdRSR 5,41.619534,2.214426,"Carrer De La Matarranya, 18",Lliçà d'Amunt
GYWFS9NT12RJQABNCFO0,Unknown,42.01367,1.84196,Plaça De Santa Maria,Casserres
QC13GKSLSHZ6Z6TLCAYR,Ajuntament de Canet de Mar - SELBA EdRSR 1,41.59143,2.581095,"Riera Buscarons, 101",Canet de Mar
VTJFC9VZ2IYYMTTVD6TE,Ajuntament de Canet de Mar - SELBA EdRSR 2,41.591667,2.573056,"Carrer Via Cannetum, 2",Canet de Mar
2FQPDBKNYTS0X7S14K1W,Ajuntament de Canet de Mar - SELBA EdRSR 3,41.58888,2.580096,"Riera Gavarra, 24,",Canet de Mar
OPOMJCBPIFDEH7FWC4R1,Ajuntament de Canet de Mar - SELBA EdRSR 4,41.588818,2.580204,"Riera Gavarra, 24,",Canet de Mar
YWMRM61ZU9DD3FE3WVKV,Ajuntament de Gurb - INGETEAM EdRR,41.94592,2.239721,"C/ Jacint Verdaguer, 28-46",Gurb
OKIVRLTMLC7BO58XTTH4,Unknown,41.67551,2.80045,Cr. Esplanada Del Port,Blanes
NCKGX1RFZWC4GJBCNVXC,Unknown,40.71693,0.842422,C/ Port De Riumar S/N,Deltebre
L9UPURMEG8EL3JZA3POH,Unknown,41.58048,2.56309,"Ctra. Port, 25",Arenys de Mar
ZM4HB90SXHWRN0X3QWGW,Unknown,42.119003,3.149316,Cr. Port De La Clota,"Escala, L'"
IJ9FHS07HOVQM7ZA8FJE,Unknown,42.37199,3.164216,"Carrer Miranda, 3",Llançà
LYHOAOVUT4QZK7FHSEMC,Unknown,40.882774,0.803978,"Ctra. Puerto, S/N","Ametlla de Mar, L'"
VXIXTGBOFYERM74VWPPM,Unknown,42.338314,3.203374,"Moll De La Timba, 2","Port de la Selva, El"
VR6CNSRDCEXNNIUK0B2R,Unknown,40.552387,0.53074,"Carrer De Lepant, 16",Alcanar
HJXSYE6MBFDFRRQERH2X,Unknown,41.780663,3.036449,"Cr. De Cristòfol Colom, 95,",Sant Feliu de Buixalleu
DSRBGV2XEY1PEHTOIZQH,Unknown,40.812195,0.711547,"Calle Mateu Pinyana I Roch, 0, Sn.","Ampolla, L'"
RC0AMRBVSIFJH7UU83AB,Unknown,40.6173,0.593994,Cerca De Avinguda Dels Alfacs,Sant Carles de la Ràpita
R4UVJEAAOYACTLUFJY6U,Unknown,41.216087,1.733252,Ports De La Generalitat,Vilanova i la Geltrú
ANCPJHQGGGMPYTPTVCY0,Unknown,41.845394,3.128039,Carrer Moll Port,"Escala, L'"
L9YLU3DIT4FSI4IEFXK6,Unknown,41.357185,2.127859,"Pl. D'europa, 9","Hospitalet de Llobregat, L'"
5F1FDT8VNOGPNP8XKFBB,Unknown,41.357185,2.127859,"Pl. D'europa, 9","Hospitalet de Llobregat, L'"
8LTVNEBG926N71TNEFOC,Unknown,41.357185,2.127859,"Pl. D'europa, 9","Hospitalet de Llobregat, L'"
YBVBKQACSSJU8S1XQVBV,Unknown,41.357185,2.127859,"Pl. D'europa, 9","Hospitalet de Llobregat, L'"
WJKVKBUZOHOQWG8PRFHT,Unknown,41.357185,2.127859,"Pl. D'europa, 9","Hospitalet de Llobregat, L'"
KIOGMQJOQIOKOJZ8ORFQ,Unknown,41.357185,2.127859,"Pl. D'europa, 9","Hospitalet de Llobregat, L'"
1RTVNWPYOVODUCQ69A9Y,Unknown,41.357185,2.127859,"Pl. D'europa, 9","Hospitalet de Llobregat, L'"
FNCBQPJWAX5FQSDKK7AV,Unknown,41.357185,2.127859,"Pl. D'europa, 9","Hospitalet de Llobregat, L'"
SUY5DL3YUAZRROBES5EO,Ajuntament de la Vall d'en Bas - SELBA EdRSR,42.120033,2.453448,"Carrer De La Piscina, 0 S/N","Vall d'en Bas, La"
FCYEKVFTXT2DM7WSP4WE,Unknown,41.1595,1.17025,"Carrer D'alemanya, 0",Constantí
XZR8A0FULHYXA6DWYWC8,Unknown,41.38868,2.130875,"Av. Diagonal, 593",Barcelona
9MXBNWFODX7NKH60STBR,Unknown,41.378376,2.144803,"C/ De Tarragona, 157",Barcelona
EBBQKDN8MIYMWIM5RU3I,Unknown,41.392467,2.162676,"C/ De València, 245",Barcelona
U4UUGALHHBGTWCNKYJNR,Unknown,41.397854,2.161422,"C/ De Còrsega, 344",Barcelona
OL5GMFNRYXV7LOETKAKM,Unknown,41.38261,2.142857,"C/ Del Rosselló, 1",Barcelona
UCJ8FMYH1XYDBVUX5FQB,Unknown,41.397808,2.161183,"Josel Corsega, Carrer De Còrsega, 344",Barcelona
2LZHWZXLAKSMY05UFQBX,Unknown,41.41066,2.137401,"Pg. De Sta. Gervasi, 51",Barcelona
WBUKG8Y4CEOFT6J9ESDW,Ajuntament de Vic,41.92701,2.2482,"Av. Del Mercat, 4",Vic
FOWDU8FGGPRQOXMRJFX2,Ajuntament de Vic - CIRCUTOR EdRSR 2,41.933502,2.248226,"Carrer De Miramarges, 4",Vic
XFF1KKVSGMDOTWDOJTNF,Ajuntament de Vic - CIRCUTOR EdRSR 3,41.926846,2.245814,"Av. Del Mercat, 6",Vic
QJSCZDOFLQ5MEMH9O6WR,Ajuntament de Vic - INGETEAM EdRSR 4,41.934113,2.26019,Carrer Gravat Crosta S/N,Vic
Z50VOCJ6UBXF9MYLSXDX,Ajuntament de Vic - CIRCUTOR EdRSR 5,41.92479,2.253852,"Passatge De La Generalitat, 3",Vic
5ZKLXP5HXIIAWVHGB16V,Ajuntament de Vic - CIRCUTOR EdRSR 7,41.94098,2.255177,"Carrer De Santa Coloma De Farners, 6",Vic
RVGQHGTAZH9MWBN1DHR9,Ajuntament de Pont de Suert - LAFON EdRR,42.408722,0.740063,"Carrer De Sant Sebastià, 16","Pont de Suert, El"
DD6WT5HC7PXXFPP0OK9A,Unknown,42.00057,2.283364,Plaça Fra Bernardí,Manlleu
PH32PNXFG1X1GOCNRUW3,Unknown,41.37756,2.088423,"Plaça Santa Magadalena, 5",Esplugues de Llobregat
SUHAEYCZURYNS4CS0KJC,Unknown,41.44631,1.973971,"Carrer Iglesias, 6",Sant Andreu de la Barca
ASHFZJ8MKFBLUV9YFSBE,Unknown,41.41223,2.019996,"Carrer De Sant Antoni Maria Claret, 1 Bis",Molins de Rei
GKI3B3HKTB5JXVW9DBMI,Unknown,41.357815,2.101878,"Avinguda Carrilet, 312-314","Hospitalet de Llobregat, L'"
K7DLREEVTRBEEKGCFXZS,Unknown,41.382004,2.048048,"Carrer Pi I Margall, 43",Sant Feliu de Llobregat
PSOV3DMHFTCFNYDQHVQN,Ajuntament de Vallgorguina - INGETEAM EdRR,41.648064,2.509397,"Carr. Nova, 54",Vallgorguina
BFALMH2VXBCIFUPZOHQG,Unknown,41.376953,2.074585,"Avinguda De La Generalitat De Catalunya, 10",Sant Just Desvern
J8EGXFBMAW33GE5TGOZW,Unknown,42.25659,3.181355,"Port De Roses, S/N",Roses
F06RLHMZDCR0MRPI8HTK,Unknown,41.463978,2.273837,"Carrer De Marina, 113",Montgat
HNXZ19QUK9KQECSSRXWV,Unknown,41.478683,1.977648,"Carrer Agricultura, 1",Castellbisbal
GTOGCU4FSLIXY8BAVHFH,Unknown,41.337593,1.992518,"Camí Camagriga, 1",Sant Climent de Llobregat
ZFATTK1OH0JWSYODHTJG,Unknown,41.405937,2.127265,"Carrer De Vilana, 12",Barcelona
YFVFDAMJAHWQE78STQGU,Unknown,41.513954,2.118892,"Carrer De L'estació, 3",Barberà del Vallès
T5LN3BXXZ20CMFYPBQGT,Unknown,41.278793,1.980029,"Carrer Antic Camí Ral De València, 1",Castelldefels
AOMHFNAJTDYB8KRAOIVJ,Unknown,41.413406,2.194702,"Plaça De Victòria Kent, 65, 08018 Barcelona, España",Barcelona
YHWHS6DRET7CN4GB1QJX,Unknown,41.52736,2.234782,"Avinguda D'en Piera, 51,",Martorelles
QBNNK26P2NJADNY0ZIAO,Ajuntament de Martorelles - SELBA EdRSR,41.527725,2.229863,"Avinguda D'en Piera, 40",Martorelles
NEZ6UZSNRMWIGHBG3MAI,Ajuntament de Sant Boi de Lluçanes - SELBA EdRSR 1,42.059002,2.151578,"Passeig Del Lluçanès, 8",Lluçà
HEMRDQB1YRX97CDVL0I1,Ajuntament de Brull - SELBA EdRSR 1,41.816532,2.304947,"Carrer Dels Afores, S-N","Brull, El"
E1IKP0FNMDHVCP3NP7HM,Ajuntament d'Altafulla - INGETEAM EdRR,41.14001,1.374338,"Carrer Marqués De Tamarit, 16A",Altafulla
2TS4B6W6VG8TUCWIIGJX,Unknown,41.560112,2.014502,"C. Telers, 16",Terrassa
FRMXDNXEHMWPTJRFIUVD,Ajuntament de Sant Celoni - VEGA EdRR 1,41.69232,2.487575,"Plaça Sector Residenc. Esports, 49",Campins
QOEIBYGABO2JQTDMPURJ,Ajuntament de Palafolls - SELBA EdRSR 1,41.669018,2.75167,"Carrer De Mas Pinell, 53",Palafolls
NPKBSQAFGDWZWQDINYOD,Ajuntament Lliçà de Vall - CIRCUTOR EdRSR  6,41.586613,2.239414,"Plaça De La Vila, 15",Lliçà de Vall
QQ1MYBIF0MUVW7CHS1YJ,Unknown,27.868458,-15.429197,"C. 6-B Izquierda, 1",Agüimes
0VYTCSVRRPXMLKCC9UKF,Unknown,27.868458,-15.429197,"C. 6-B Izquierda, 1, 35118 Agüimes, Las Palmas, España",Agüimes
SP0UOK82INM9SWJVCEUF,Unknown,27.86836,-15.429031,"C. 6-B Izquierda, 1, 35118, Agüimes,",Agüimes
3DD20KCJBEBIBKKCLZ37,Ajuntament d'Ullastret - SELBA EdRSR 1,42.002262,3.066907,"C. Josep Romaguera I Vila, 1",Ullastret
R0FCZEQEZHOLGYGOPP0M,Unknown,28.497969,-13.881748,"Calle El Henequen, 39",Puerto del Rosario
10UDLXXQGZEIETZ6MP7O,Unknown,28.521276,-13.843146,"C. La Nasa, 18, 35600 Puerto Del Rosario, Las Palmas, España",Puerto del Rosario
AHERUFQ1WFE7HGZPULV7,Unknown,28.429169,-13.872655,"C. La Barcina, 52, 35600 Puerto Del Rosario, Las Palmas, España",Puerto del Rosario
JIZMW7UC6F0BWBH9N5HK,Ajuntament de Miralcamp - SELBA EdRSR 1,41.60628,0.880803,"Carrer La Creu, 38,",Miralcamp
YQ9CD2NEJZ6FFBKUENE6,Unknown,41.230064,1.376145,"Passeig Joan Creus Cañellas, 2",Salomó
SS1YMJNOI8UILSUBETKJ,Ajuntament de Miralcamp- Selba EdRSR 20,41.60624,0.880908,Carrer Belianes,Miralcamp
W2OCIJ61DVKGVJ0YUJN0,Unknown,41.17524,1.327616,"Avinguda Catalunya, 21","Catllar, El"
QY0FQOUSJZ9RIRJZSMQA,Ajuntament dels Pallaresos,41.168575,1.274208,"Av. Prats De Motllo, 3C","Pallaresos, Els"
TXEYEGQZRZGEOJIF3JLF,Ajuntament de La Secuita,41.20321,1.27781,Carretera Vallmoll,"Secuita, La"
YMRYZK5GGTVTJPDBF5X0,Unknown,41.20896,1.203214,"C. De Jaume I, 4",Vilallonga del Camp
27ZQMZVSY3QN1XXFUMMB,Unknown,42.195942,2.499201,"De La, Carretera De La Canya, 115",Olot
AQTCC1V3PE2CCL7XH2JZ,Unknown,42.137707,1.932889,"Carrer De Mossèn Joan Aymerich, 2",Vilada
OBVJQW6RFTE49323TX43,Ajuntament de pla,41.365845,1.28832,"Plaça De La Vila, 1,  El Pla De Santa Maria,","Pla de Santa Maria, El"
T0DPHQDX9MGHIEDQJKLK,Unknown,41.248447,1.330763,"Carrer Del Patrocini, 26-16",Renau
CEI434HE7RN68QXXFUTK,Unknown,41.363144,1.29282,"Av. Gaudí, 111","Pla de Santa Maria, El"
EWLIU4ZJLPOWUEKQKA38,Unknown,41.4864,2.050093,"Carrer Del Danubi, S/N",Sant Cugat del Vallès
